seed,scenario_fingerprint,algorithm,num_agents,num_tasks,obstacle_density,success,iterations,total_distance,productive_agents,blocked_moves,redundant_target_ratio,runtime_seconds
13,42bbf990628c8722cbacb39187d0663d9e676e12c4468c4febb7252d82e16ec6,path_cost_greedy,20,20,0.2,1,23,439.0,12,21,0.7891304347826087,1.7415681800048333
13,42bbf990628c8722cbacb39187d0663d9e676e12c4468c4febb7252d82e16ec6,hungarian_astar,20,20,0.2,1,16,149.0,13,0,0.0,1.9065997739962768
14,bb0fcc7c34ad5bec60187994cddecc89f5466999c0831d355e5ca39cf9c49e63,manhattan_greedy,20,20,0.2,1,20,380.0,14,20,0.66,0.07603224900958594
14,bb0fcc7c34ad5bec60187994cddecc89f5466999c0831d355e5ca39cf9c49e63,path_cost_greedy,20,20,0.2,1,22,422.0,14,18,0.7136363636363636,2.555799203008064
14,bb0fcc7c34ad5bec60187994cddecc89f5466999c0831d355e5ca39cf9c49e63,hungarian_astar,20,20,0.2,1,17,165.0,16,0,0.0,2.4377397570060566
15,2d2754a4eba6b2b6fb660fa24a821c94a8d79d43e25739301924b2d5712bc425,manhattan_greedy,20,20,0.2,1,18,350.0,11,10,0.7055555555555556,0.06337724899640307
15,2d2754a4eba6b2b6fb660fa24a821c94a8d79d43e25739301924b2d5712bc425,path_cost_greedy,20,20,0.2,1,18,345.0,11,15,0.7138888888888889,1.4848751140089007
15,2d2754a4eba6b2b6fb660fa24a821c94a8d79d43e25739301924b2d5712bc425,hungarian_astar,20,20,0.2,1,15,145.0,15,0,0.0,1.4561473579960875
16,d95a9b09e61cb72338ad5e63b7fe535fbbcd9fa6a0c38ab7a4c76da07bea04ae,manhattan_greedy,20,20,0.2,1,43,833.0,12,27,0.8186046511627907,0.5129985079984181
16,d95a9b09e61cb72338ad5e63b7fe535fbbcd9fa6a0c38ab7a4c76da07bea04ae,path_cost_greedy,20,20,0.2,1,43,824.0,13,36,0.8197674418604651,3.7568201030080672
16,d95a9b09e61cb72338ad5e63b7fe535fbbcd9fa6a0c38ab7a4c76da07bea04ae,hungarian_astar,20,20,0.2,1,16,157.0,16,0,0.0,2.05406231599045
17,6a680a85e45ad6549ef0e4bbdd8630cc650289e8795d64f681b56e78e858bc0d,manhattan_greedy,20,20,0.2,1,19,365.0,14,15,0.6973684210526315,0.11199258999840822
17,6a680a85e45ad6549ef0e4bbdd8630cc650289e8795d64f681b56e78e858bc0d,path_cost_greedy,20,20,0.2,1,21,407.0,13,13,0.7452380952380953,1.89842697000131
17,6a680a85e45ad6549ef0e4bbdd8630cc650289e8795d64f681b56e78e858bc0d,hungarian_astar,20,20,0.2,1,16,158.0,16,2,0.0,1.8226080479944358
18,6c7f5d14f9fe7bb51b51eab14d90d424341f63cc1f98f37a2111f66b11dc7b31,manhattan_greedy,20,20,0.2,1,24,464.0,11,16,0.7458333333333333,0.18287031899672002
18,6c7f5d14f9fe7bb51b51eab14d90d424341f63cc1f98f37a2111f66b11dc7b31,path_cost_greedy,20,20,0.2,1,18,350.0,12,10,0.7083333333333334,2.044920593005372
18,6c7f5d14f9fe7bb51b51eab14d90d424341f63cc1f98f37a2111f66b11dc7b31,hungarian_astar,20,20,0.2,1,14,156.0,15,1,0.0,1.9904278769972734
19,b59fc17da9ad91eda122ed150a9917ab4eabb2634795b4cc256435752524ee8c,manhattan_greedy,20,20,0.2,1,25,471.0,13,29,0.75,0.10728013700281736
19,b59fc17da9ad91eda122ed150a9917ab4eabb2634795b4cc256435752524ee8c,path_cost_greedy,20,20,0.2,1,20,382.0,13,18,0.75,1.5421492640016368
19,b59fc17da9ad91eda122ed150a9917ab4eabb2634795b4cc256435752524ee8c,hungarian_astar,20,20,0.2,1,15,156.0,13,0,0.0,1.8027044240006944
20,d990f544489ff989114b5e9b2a8a3d0a0e6bf238645805ff31f143481f93d94c,manhattan_greedy,20,20,0.2,1,27,527.0,12,13,0.7833333333333333,0.16120142700674478
20,d990f544489ff989114b5e9b2a8a3d0a0e6bf238645805ff31f143481f93d94c,path_cost_greedy,20,20,0.2,1,23,450.0,12,10,0.7347826086956522,2.44090391699865
20,d990f544489ff989114b5e9b2a8a3d0a0e6bf238645805ff31f143481f93d94c,hungarian_astar,20,20,0.2,1,20,163.0,15,2,0.0,2.188534015993355
21,596dc0bc50dfafcf526ff3357d37bdee1d41c78243c43026b96871af94d14dca,manhattan_greedy,20,20,0.2,1,33,636.0,14,24,0.8106060606060606,0.21389992198965047
21,596dc0bc50dfafcf526ff3357d37bdee1d41c78243c43026b96871af94d14dca,path_cost_greedy,20,20,0.2,1,39,729.0,13,51,0.8217948717948718,2.8285739550046856
21,596dc0bc50dfafcf526ff3357d37bdee1d41c78243c43026b96871af94d14dca,hungarian_astar,20,20,0.2,1,16,171.0,16,0,0.0,2.185733781007002
22,9cb53069db2d7001859286ed8a336e29deeee14bd522171ab179bb1414142953,manhattan_greedy,20,20,0.2,1,19,371.0,17,9,0.6842105263157895,0.10072945100546349
22,9cb53069db2d7001859286ed8a336e29deeee14bd522171ab179bb1414142953,path_cost_greedy,20,20,0.2,1,19,372.0,16,8,0.6894736842105263,1.6745518780080602
22,9cb53069db2d7001859286ed8a336e29deeee14bd522171ab179bb1414142953,hungarian_astar,20,20,0.2,1,14,135.0,17,0,0.0,1.5449768679973204
23,0b7132692e001a1d034944cb3084fe5cda4292ddd8414a98c2a09304a7754c83,manhattan_greedy,20,20,0.2,1,24,464.0,14,16,0.7270833333333333,0.18887286400422454
23,0b7132692e001a1d034944cb3084fe5cda4292ddd8414a98c2a09304a7754c83,path_cost_greedy,20,20,0.2,1,24,457.0,14,23,0.725,3.1889535730006173
23,0b7132692e001a1d034944cb3084fe5cda4292ddd8414a98c2a09304a7754c83,hungarian_astar,20,20,0.2,1,15,146.0,16,0,0.0,2.372585586999776
24,617bffefd10de1b9d84c7f708d5244cc4e90a4db35f7a0b5d2b76fcee061e7e4,manhattan_greedy,20,20,0.2,1,20,389.0,14,11,0.7225,0.10377303800487425
24,617bffefd10de1b9d84c7f708d5244cc4e90a4db35f7a0b5d2b76fcee061e7e4,path_cost_greedy,20,20,0.2,1,20,395.0,14,5,0.7225,1.7791595860035159
24,617bffefd10de1b9d84c7f708d5244cc4e90a4db35f7a0b5d2b76fcee061e7e4,hungarian_astar,20,20,0.2,1,20,148.0,14,0,0.0,1.764435934004723
25,946f1af713ac5c61f080204be042a56a7964b1acc6c8295eb54b2c03e2fd34ea,manhattan_greedy,20,20,0.2,1,25,486.0,11,14,0.694,0.20943749499565456
25,946f1af713ac5c61f080204be042a56a7964b1acc6c8295eb54b2c03e2fd34ea,path_cost_greedy,20,20,0.2,1,25,485.0,11,15,0.698,4.112959598001908
25,946f1af713ac5c61f080204be042a56a7964b1acc6c8295eb54b2c03e2fd34ea,hungarian_astar,20,20,0.2,1,20,202.0,16,2,0.0,3.5383011310041184
26,74e1e75b4eddf762b5f8075401ee9fd10246df59075a5f0c1cf29d25b2a9c813,manhattan_greedy,20,20,0.2,1,32,600.0,14,40,0.7640625,0.27538229600759223
26,74e1e75b4eddf762b5f8075401ee9fd10246df59075a5f0c1cf29d25b2a9c813,path_cost_greedy,20,20,0.2,1,32,607.0,14,33,0.784375,3.9234456960111856
26,74e1e75b4eddf762b5f8075401ee9fd10246df59075a5f0c1cf29d25b2a9c813,hungarian_astar,20,20,0.2,1,19,207.0,17,0,0.0,3.264355481005623
27,760858d6cd7e39ac2515acdb02c90515e3677c41764cb1ecec85f44a7f10b8a1,manhattan_greedy,20,20,0.2,1,30,576.0,11,24,0.7683333333333333,0.1606504419905832
27,760858d6cd7e39ac2515acdb02c90515e3677c41764cb1ecec85f44a7f10b8a1,path_cost_greedy,20,20,0.2,1,30,580.0,10,20,0.7966666666666666,3.077094952997868
27,760858d6cd7e39ac2515acdb02c90515e3677c41764cb1ecec85f44a7f10b8a1,hungarian_astar,20,20,0.2,1,26,212.0,14,0,0.0,3.2578023730020504
28,51f844717a9704827486db8a8bb33fd921b419ae8a820276e98ca840ec1c1fce,manhattan_greedy,20,20,0.2,1,23,440.0,12,20,0.7152173913043478,0.12809607599047013
28,51f844717a9704827486db8a8bb33fd921b419ae8a820276e98ca840ec1c1fce,path_cost_greedy,20,20,0.2,1,21,403.0,13,17,0.6904761904761905,2.808256447999156
28,51f844717a9704827486db8a8bb33fd921b419ae8a820276e98ca840ec1c1fce,hungarian_astar,20,20,0.2,1,17,172.0,15,0,0.0,2.120810269989306
29,f7d6133fcc23b13d20d3afc0934a6d6b611d18231704d24fcead598a1fa23374,manhattan_greedy,20,20,0.2,1,23,456.0,14,4,0.7913043478260869,0.25618609400407877
29,f7d6133fcc23b13d20d3afc0934a6d6b611d18231704d24fcead598a1fa23374,path_cost_greedy,20,20,0.2,1,23,450.0,14,10,0.7760869565217391,1.7630883420060854
29,f7d6133fcc23b13d20d3afc0934a6d6b611d18231704d24fcead598a1fa23374,hungarian_astar,20,20,0.2,1,10,126.0,16,0,0.0,1.4592084850009996
0,458b8301f2368bcbecd05b2207653b567fc89c188f4162ea66b29d2f54ffedd1,manhattan_greedy,20,30,0.2,1,25,488.0,16,12,0.694,0.15108982200035825
0,458b8301f2368bcbecd05b2207653b567fc89c188f4162ea66b29d2f54ffedd1,path_cost_greedy,20,30,0.2,1,26,499.0,18,21,0.676923076923077,4.7148871250101365
0,458b8301f2368bcbecd05b2207653b567fc89c188f4162ea66b29d2f54ffedd1,hungarian_astar,20,30,0.2,1,20,195.0,19,2,0.0,4.32179745301255
1,efc9dd0e070fe1fd62f4736e29d787aba62ad8207dfaaf52bb21e21c14e46b20,manhattan_greedy,20,30,0.2,1,25,485.0,15,15,0.652,0.09813854499952868
1,efc9dd0e070fe1fd62f4736e29d787aba62ad8207dfaaf52bb21e21c14e46b20,path_cost_greedy,20,30,0.2,1,43,842.0,16,18,0.786046511627907,4.366094233002514
1,efc9dd0e070fe1fd62f4736e29d787aba62ad8207dfaaf52bb21e21c14e46b20,hungarian_astar,20,30,0.2,1,22,227.0,18,2,0.0,3.08625503499934
2,441152ed5ef2ba4b74d8ea6f8a77dc89186134abf5094335788bd416b336487b,manhattan_greedy,20,30,0.2,1,24,469.0,17,11,0.6729166666666667,0.13976302300579846
2,441152ed5ef2ba4b74d8ea6f8a77dc89186134abf5094335788bd416b336487b,path_cost_greedy,20,30,0.2,1,26,506.0,17,14,0.6884615384615385,2.5251089250086807
2,441152ed5ef2ba4b74d8ea6f8a77dc89186134abf5094335788bd416b336487b,hungarian_astar,20,30,0.2,1,18,195.0,19,0,0.0,2.522401610011002
3,5c980c32b77c5fcfcc5d3aaa79e0650d25cf55f140e8fffbf349047e44ad8c76,manhattan_greedy,20,30,0.2,1,17,333.0,17,7,0.5411764705882353,0.05693284700100776
3,5c980c32b77c5fcfcc5d3aaa79e0650d25cf55f140e8fffbf349047e44ad8c76,path_cost_greedy,20,30,0.2,1,17,333.0,18,7,0.5441176470588235,3.228811590000987
3,5c980c32b77c5fcfcc5d3aaa79e0650d25cf55f140e8fffbf349047e44ad8c76,hungarian_astar,20,30,0.2,1,12,186.0,20,0,0.0,2.719530764996307
4,ddfeebf2f0d8de8b3f53e06bc0179336b0116932957318cbd82766dee6da6290,manhattan_greedy,20,30,0.2,1,21,406.0,17,14,0.6357142857142857,0.05953794399101753
4,ddfeebf2f0d8de8b3f53e06bc0179336b0116932957318cbd82766dee6da6290,path_cost_greedy,20,30,0.2,1,21,406.0,16,14,0.6166666666666667,2.802418007995584
4,ddfeebf2f0d8de8b3f53e06bc0179336b0116932957318cbd82766dee6da6290,hungarian_astar,20,30,0.2,1,19,189.0,18,0,0.0,2.4294056610087864
5,0c4902cd318f6e3742bcaa6ed381c1d19f0fbd12120835003eded440de99d4ea,manhattan_greedy,20,30,0.2,1,36,690.0,16,30,0.725,0.27703605699934997
5,0c4902cd318f6e3742bcaa6ed381c1d19f0fbd12120835003eded440de99d4ea,path_cost_greedy,20,30,0.2,1,44,842.0,15,38,0.7897727272727273,7.729020936996676
5,0c4902cd318f6e3742bcaa6ed381c1d19f0fbd12120835003eded440de99d4ea,hungarian_astar,20,30,0.2,1,25,317.0,17,1,0.0,6.361848328990163
6,54407dc274e2edcc633fb64f7c26d1e3e0d502ace9cce79f2437c44c9f60328a,manhattan_greedy,20,30,0.2,1,40,726.0,14,74,0.76375,0.27158858699840494
6,54407dc274e2edcc633fb64f7c26d1e3e0d502ace9cce79f2437c44c9f60328a,path_cost_greedy,20,30,0.2,1,42,735.0,16,105,0.7666666666666667,4.990571317990543
6,54407dc274e2edcc633fb64f7c26d1e3e0d502ace9cce79f2437c44c9f60328a,hungarian_astar,20,30,0.2,1,20,256.0,17,0,0.0,3.946671678000712
7,ff339a2f9d4104f4ab923ed2ffcaf2f4246d93dd743f81aeeb57a00789027453,manhattan_greedy,20,30,0.2,1,21,404.0,16,16,0.6166666666666667,0.1086156069941353
7,ff339a2f9d4104f4ab923ed2ffcaf2f4246d93dd743f81aeeb57a00789027453,path_cost_greedy,20,30,0.2,1,24,465.0,16,15,0.68125,2.634719360998133
7,ff339a2f9d4104f4ab923ed2ffcaf2f4246d93dd743f81aeeb57a00789027453,hungarian_astar,20,30,0.2,1,17,210.0,18,0,0.0,2.607146536000073
8,b99c53037290a563fa725c366184861563c46340f53c90181325cbc8f43a1b7b,manhattan_greedy,20,30,0.2,1,30,574.0,15,26,0.7,0.44167210199520923
8,b99c53037290a563fa725c366184861563c46340f53c90181325cbc8f43a1b7b,path_cost_greedy,20,30,0.2,1,22,418.0,15,22,0.6181818181818182,4.113706914009526
8,b99c53037290a563fa725c366184861563c46340f53c90181325cbc8f43a1b7b,hungarian_astar,20,30,0.2,1,21,243.0,18,1,0.0,3.493453577000764
9,b92f16bfa790f01dc0d8b3b7caff1788941eb5401382a03ae073d08e7c77cdd1,manhattan_greedy,20,30,0.2,1,48,926.0,17,34,0.8104166666666667,0.17253144099959172
9,b92f16bfa790f01dc0d8b3b7caff1788941eb5401382a03ae073d08e7c77cdd1,path_cost_greedy,20,30,0.2,1,34,650.0,17,30,0.75,3.455132732997299
9,b92f16bfa790f01dc0d8b3b7caff1788941eb5401382a03ae073d08e7c77cdd1,hungarian_astar,20,30,0.2,1,25,261.0,15,4,0.0,3.1561975910008186
10,0697b2223e663efe6011efa74a237eb2bcbc9db6794040214f25b7263a622bc4,manhattan_greedy,20,30,0.2,1,21,409.0,15,11,0.6190476190476191,0.08913745000609197
10,0697b2223e663efe6011efa74a237eb2bcbc9db6794040214f25b7263a622bc4,path_cost_greedy,20,30,0.2,1,21,405.0,14,15,0.6333333333333333,2.9211310960090486
10,0697b2223e663efe6011efa74a237eb2bcbc9db6794040214f25b7263a622bc4,hungarian_astar,20,30,0.2,1,16,211.0,18,0,0.0,2.681693445003475
11,3c4283caf845ca4bc0450c57f2b6a836996ce2ba6468ef599dd62c2fa574270c,manhattan_greedy,20,30,0.2,1,29,561.0,15,19,0.7034482758620689,0.26001754200842697
11,3c4283caf845ca4bc0450c57f2b6a836996ce2ba6468ef599dd62c2fa574270c,path_cost_greedy,20,30,0.2,1,29,554.0,16,26,0.7155172413793104,4.84199178799463
11,3c4283caf845ca4bc0450c57f2b6a836996ce2ba6468ef599dd62c2fa574270c,hungarian_astar,20,30,0.2,1,24,266.0,18,5,0.0,4.365366066005663
12,201075be6e45cdbc6d82beae07330e66039bb9945a2516e2380c62142022c292,manhattan_greedy,20,30,0.2,1,34,665.0,16,15,0.7308823529411764,0.21859763200336602
12,201075be6e45cdbc6d82beae07330e66039bb9945a2516e2380c62142022c292,path_cost_greedy,20,30,0.2,1,44,831.0,17,49,0.7829545454545455,4.040371073002461
12,201075be6e45cdbc6d82beae07330e66039bb9945a2516e2380c62142022c292,hungarian_astar,20,30,0.2,1,22,219.0,18,0,0.0,3.239778823000961
13,d0393fa9606abee7de55e97da499fa14af25597c00f2433518a37db9c294b714,manhattan_greedy,20,30,0.2,1,39,690.0,17,90,0.7743589743589744,0.20633013299084269
13,d0393fa9606abee7de55e97da499fa14af25597c00f2433518a37db9c294b714,path_cost_greedy,20,30,0.2,1,27,496.0,18,44,0.7111111111111111,2.689557760997559
13,d0393fa9606abee7de55e97da499fa14af25597c00f2433518a37db9c294b714,hungarian_astar,20,30,0.2,1,16,198.0,18,0,0.0,2.5395227660046658
14,233bbfc4da2b4391518e7ceca6a781af77996ad75c5bf70f66b4a3a8607cdc5b,manhattan_greedy,20,30,0.2,1,39,750.0,16,30,0.7423076923076923,0.35895171100855805
14,233bbfc4da2b4391518e7ceca6a781af77996ad75c5bf70f66b4a3a8607cdc5b,path_cost_greedy,20,30,0.2,1,32,615.0,16,25,0.6953125,5.53880926099373
14,233bbfc4da2b4391518e7ceca6a781af77996ad75c5bf70f66b4a3a8607cdc5b,hungarian_astar,20,30,0.2,1,22,274.0,18,0,0.0,4.454235483004595
15,f01b170af8b613a455a262ddbba1b40410f086bd99c4516b80c851799b1ee944,manhattan_greedy,20,30,0.2,1,28,539.0,14,21,0.7321428571428571,0.17020768800284714
15,f01b170af8b613a455a262ddbba1b40410f086bd99c4516b80c851799b1ee944,path_cost_greedy,20,30,0.2,1,28,536.0,14,24,0.7464285714285714,3.609958226006711
15,f01b170af8b613a455a262ddbba1b40410f086bd99c4516b80c851799b1ee944,hungarian_astar,20,30,0.2,1,22,244.0,17,1,0.0,3.483330783987185
16,738c5c243633f4692f91473969758789f73e6ac214c621ef5f7d00efe6ea927b,manhattan_greedy,20,30,0.2,1,33,652.0,14,8,0.6833333333333333,0.2587513280013809
16,738c5c243633f4692f91473969758789f73e6ac214c621ef5f7d00efe6ea927b,path_cost_greedy,20,30,0.2,1,39,741.0,14,39,0.7512820512820513,5.863715305997175
16,738c5c243633f4692f91473969758789f73e6ac214c621ef5f7d00efe6ea927b,hungarian_astar,20,30,0.2,1,24,293.0,19,0,0.0,4.598946881000302
17,86fbd50b72ef4da17e3e4eb7508706ee0aa0fba9c2279eca22a32c247e8eff38,manhattan_greedy,20,30,0.2,1,39,745.0,15,35,0.7256410256410256,0.23571696499129757
17,86fbd50b72ef4da17e3e4eb7508706ee0aa0fba9c2279eca22a32c247e8eff38,path_cost_greedy,20,30,0.2,1,39,743.0,15,37,0.7307692307692307,4.302605758988648
17,86fbd50b72ef4da17e3e4eb7508706ee0aa0fba9c2279eca22a32c247e8eff38,hungarian_astar,20,30,0.2,1,23,276.0,18,0,0.0,3.6006132249895018
18,e483f5fd3e6851209a236b14b3d24cc6302b5f5304793fc7ffce7c184e73c4b2,manhattan_greedy,20,30,0.2,1,46,862.0,14,58,0.7913043478260869,0.3218202550051501
18,e483f5fd3e6851209a236b14b3d24cc6302b5f5304793fc7ffce7c184e73c4b2,path_cost_greedy,20,30,0.2,1,42,792.0,15,48,0.7761904761904762,3.8341561639972497
18,e483f5fd3e6851209a236b14b3d24cc6302b5f5304793fc7ffce7c184e73c4b2,hungarian_astar,20,30,0.2,1,19,254.0,17,2,0.0,3.1577847900043707
19,e9994e30b89297b2919ba1bb0c6bf534dddff72d311798def63581ccfd489f8e,manhattan_greedy,20,30,0.2,1,30,587.0,16,13,0.7333333333333333,0.10010649998730514
19,e9994e30b89297b2919ba1bb0c6bf534dddff72d311798def63581ccfd489f8e,path_cost_greedy,20,30,0.2,1,32,613.0,16,27,0.7625,2.461747670007753
19,e9994e30b89297b2919ba1bb0c6bf534dddff72d311798def63581ccfd489f8e,hungarian_astar,20,30,0.2,1,20,211.0,18,1,0.0,2.4453671730007045
20,04a053fafbbf4f78ac593c05fcff2dcfe267a63644c14f45914b07422a118c44,manhattan_greedy,20,30,0.2,1,29,571.0,14,9,0.6689655172413793,0.14681379600369837
20,04a053fafbbf4f78ac593c05fcff2dcfe267a63644c14f45914b07422a118c44,path_cost_greedy,20,30,0.2,1,35,667.0,14,33,0.7185714285714285,5.168200629996136
20,04a053fafbbf4f78ac593c05fcff2dcfe267a63644c14f45914b07422a118c44,hungarian_astar,20,30,0.2,1,20,263.0,17,0,0.0,4.0174091209919425
21,c1f2d64bf637e9e8d56fe675b4b5469ba2c5a563600e3feca5cf03f948604a64,manhattan_greedy,20,30,0.2,1,24,473.0,17,7,0.6041666666666666,0.20115512200572994
21,c1f2d64bf637e9e8d56fe675b4b5469ba2c5a563600e3feca5cf03f948604a64,path_cost_greedy,20,30,0.2,1,25,491.0,17,9,0.624,6.646411406007246
21,c1f2d64bf637e9e8d56fe675b4b5469ba2c5a563600e3feca5cf03f948604a64,hungarian_astar,20,30,0.2,1,18,223.0,19,0,0.0,5.916680448004627
22,919ceb6db586e93c4a823eaf6e6eddee7cdd9ad643a6cb5746a9fc1bfad9bd85,manhattan_greedy,20,30,0.2,1,49,906.0,15,74,0.7785714285714286,0.4712941039906582
22,919ceb6db586e93c4a823eaf6e6eddee7cdd9ad643a6cb5746a9fc1bfad9bd85,path_cost_greedy,20,30,0.2,1,50,947.0,15,53,0.797,6.155598672004999
22,919ceb6db586e93c4a823eaf6e6eddee7cdd9ad643a6cb5746a9fc1bfad9bd85,hungarian_astar,20,30,0.2,1,29,319.0,17,4,0.0,6.783352072001435
23,4d4dab5e683aa2681a21c01159378191ef354c510a92e5cc0024c35c3ff350b5,manhattan_greedy,20,30,0.2,1,29,558.0,18,22,0.6896551724137931,0.23084454900526907
23,4d4dab5e683aa2681a21c01159378191ef354c510a92e5cc0024c35c3ff350b5,path_cost_greedy,20,30,0.2,1,41,761.0,18,59,0.7780487804878049,6.231475713997497
23,4d4dab5e683aa2681a21c01159378191ef354c510a92e5cc0024c35c3ff350b5,hungarian_astar,20,30,0.2,1,19,229.0,18,0,0.0,3.9574852809892036
24,ea5fb47d3e229155c8ad3f43d8820f558f06fd2785026e0dec208bb8116a37cc,manhattan_greedy,20,30,0.2,1,20,386.0,14,14,0.62,0.10403070400934666
24,ea5fb47d3e229155c8ad3f43d8820f558f06fd2785026e0dec208bb8116a37cc,path_cost_greedy,20,30,0.2,1,23,443.0,14,17,0.6630434782608695,3.2892657930060523
24,ea5fb47d3e229155c8ad3f43d8820f558f06fd2785026e0dec208bb8116a37cc,hungarian_astar,20,30,0.2,1,19,217.0,18,2,0.0,2.882832408999093
25,0528c7c96876af53e5aff6e39eeca862d7d2a0804d00122b95521653117997b8,manhattan_greedy,20,30,0.2,1,29,548.0,15,32,0.6620689655172414,0.13435997800843325
25,0528c7c96876af53e5aff6e39eeca862d7d2a0804d00122b95521653117997b8,path_cost_greedy,20,30,0.2,1,29,549.0,14,31,0.6862068965517242,4.183218469013809
25,0528c7c96876af53e5aff6e39eeca862d7d2a0804d00122b95521653117997b8,hungarian_astar,20,30,0.2,1,25,267.0,15,5,0.0,4.31400482999743
26,ad8294581a5adf94c4615293b07c3694f1732633f56644640893ff9950de2d55,manhattan_greedy,20,30,0.2,1,20,386.0,15,14,0.6075,0.07460030699439812
26,ad8294581a5adf94c4615293b07c3694f1732633f56644640893ff9950de2d55,path_cost_greedy,20,30,0.2,1,28,538.0,16,22,0.6982142857142857,3.5598217100050533
26,ad8294581a5adf94c4615293b07c3694f1732633f56644640893ff9950de2d55,hungarian_astar,20,30,0.2,1,21,237.0,17,0,0.0,3.35952769999858
27,476703f7a4e2610efb18c1090c95d9f208589599a9cfa48591423a7c05e4e985,manhattan_greedy,20,30,0.2,1,36,698.0,15,22,0.7486111111111111,0.1531336820044089
27,476703f7a4e2610efb18c1090c95d9f208589599a9cfa48591423a7c05e4e985,path_cost_greedy,20,30,0.2,1,32,587.0,14,53,0.725,3.4270568920037476
27,476703f7a4e2610efb18c1090c95d9f208589599a9cfa48591423a7c05e4e985,hungarian_astar,20,30,0.2,1,24,260.0,20,1,0.0,3.221182786990539
28,35d770e6d245fabc06c1818313562c73cc8419f2a02b19c6d645789de53965ea,manhattan_greedy,20,30,0.2,1,33,627.0,13,33,0.7515151515151515,0.171826976002194
28,35d770e6d245fabc06c1818313562c73cc8419f2a02b19c6d645789de53965ea,path_cost_greedy,20,30,0.2,1,44,792.0,13,88,0.7806818181818181,5.552405524998903
28,35d770e6d245fabc06c1818313562c73cc8419f2a02b19c6d645789de53965ea,hungarian_astar,20,30,0.2,1,23,300.0,18,2,0.0,4.0079403260024264
29,542de497641da7ceaad59ad9d90ac4f121a93e0f78c5d22ae6f7588dcac99bcc,manhattan_greedy,20,30,0.2,1,24,469.0,15,11,0.61875,0.08711902899085544
29,542de497641da7ceaad59ad9d90ac4f121a93e0f78c5d22ae6f7588dcac99bcc,path_cost_greedy,20,30,0.2,1,24,470.0,15,10,0.6229166666666667,4.042346990012447
29,542de497641da7ceaad59ad9d90ac4f121a93e0f78c5d22ae6f7588dcac99bcc,hungarian_astar,20,30,0.2,1,16,226.0,19,0,0.0,3.224167527994723
0,cb0aa3789b7d2be4e7daa3ac99c1b58ec4dfd729379c4471e3960ff8dfe3d1ac,manhattan_greedy,30,30,0.2,1,15,437.0,18,13,0.6511111111111111,0.12751243200909812
0,cb0aa3789b7d2be4e7daa3ac99c1b58ec4dfd729379c4471e3960ff8dfe3d1ac,path_cost_greedy,30,30,0.2,1,17,476.0,18,34,0.707843137254902,5.630542002996663
0,cb0aa3789b7d2be4e7daa3ac99c1b58ec4dfd729379c4471e3960ff8dfe3d1ac,hungarian_astar,30,30,0.2,1,13,204.0,19,1,0.0,4.785040956994635
1,f3cdc91c60ab14dcb38ca68ab538ae4a8ea6cfade4b00a5dd17190cdeb8a363d,manhattan_greedy,30,30,0.2,1,16,455.0,19,25,0.7208333333333333,0.09372658398933709
1,f3cdc91c60ab14dcb38ca68ab538ae4a8ea6cfade4b00a5dd17190cdeb8a363d,path_cost_greedy,30,30,0.2,1,16,447.0,19,33,0.7145833333333333,3.638316673997906
1,f3cdc91c60ab14dcb38ca68ab538ae4a8ea6cfade4b00a5dd17190cdeb8a363d,hungarian_astar,30,30,0.2,1,12,162.0,20,2,0.0,3.2201814400032163
2,a5e5eec9ef035f069b576da0df466d3049f15681bfabe12415c3ccb5028ece31,manhattan_greedy,30,30,0.2,1,21,603.0,18,27,0.7761904761904762,0.1230504889972508
2,a5e5eec9ef035f069b576da0df466d3049f15681bfabe12415c3ccb5028ece31,path_cost_greedy,30,30,0.2,1,21,606.0,18,24,0.7825396825396825,3.353084390008007
2,a5e5eec9ef035f069b576da0df466d3049f15681bfabe12415c3ccb5028ece31,hungarian_astar,30,30,0.2,1,12,200.0,19,4,0.0,3.63952836500539
3,dc6b719c5d49b7e2f93bca4c7620b6019576dbcc7af1fa869c45830de5f37e39,manhattan_greedy,30,30,0.2,1,19,552.0,21,18,0.6771929824561403,0.12590379599714652
3,dc6b719c5d49b7e2f93bca4c7620b6019576dbcc7af1fa869c45830de5f37e39,path_cost_greedy,30,30,0.2,1,19,549.0,21,21,0.6842105263157895,4.8376219010096975
3,dc6b719c5d49b7e2f93bca4c7620b6019576dbcc7af1fa869c45830de5f37e39,hungarian_astar,30,30,0.2,1,11,210.0,25,1,0.0,4.218812784994952
4,dacea98bc9b9697e5dc36080ba9062e9038abcaeb710f6b2fee9b87f6d63800d,manhattan_greedy,30,30,0.2,1,16,450.0,20,30,0.7395833333333334,0.113676642999053
4,dacea98bc9b9697e5dc36080ba9062e9038abcaeb710f6b2fee9b87f6d63800d,path_cost_greedy,30,30,0.2,1,17,472.0,19,38,0.7509803921568627,4.074574861995643
4,dacea98bc9b9697e5dc36080ba9062e9038abcaeb710f6b2fee9b87f6d63800d,hungarian_astar,30,30,0.2,1,14,195.0,22,0,0.0,3.9014805129991146
5,151f1fac6b6cdfe927b7a69652b030896ab768426a1236b530a5869ec1908e18,manhattan_greedy,30,30,0.2,1,19,540.0,15,30,0.743859649122807,0.12285571999382228
