algorithm,seed,failure_rate,failed_agents,success,iterations,tasks_completed,total_distance,productive_agents,surviving_agents,distance_per_task,distance_per_surviving_agent,tasks_per_surviving_agent
dynamic_pso,14,0.2,3,True,10,20,334.2494990773525,11,12,16.712474953867623,27.854124923112707,1.6666666666666667
dynamic_pso,15,0.2,3,True,14,20,464.41795895978566,10,12,23.220897947989283,38.70149657998214,1.6666666666666667
dynamic_pso,16,0.2,3,True,11,20,365.2382570892504,11,12,18.26191285446252,30.4365214241042,1.6666666666666667
dynamic_pso,17,0.2,3,True,8,20,266.5232485002199,11,12,13.326162425010995,22.210270708351658,1.6666666666666667
dynamic_pso,18,0.2,3,True,12,20,406.3376372653864,11,12,20.31688186326932,33.861469772115534,1.6666666666666667
dynamic_pso,19,0.2,3,True,11,20,370.66556047170735,9,12,18.533278023585368,30.88879670597561,1.6666666666666667
dynamic_pso,20,0.2,3,True,9,20,302.9221734744195,10,12,15.146108673720974,25.243514456201623,1.6666666666666667
dynamic_pso,21,0.2,3,True,22,20,738.217687882339,12,12,36.91088439411695,61.51814065686158,1.6666666666666667
dynamic_pso,22,0.2,3,True,10,20,338.9260307457884,11,12,16.946301537289422,28.243835895482366,1.6666666666666667
dynamic_pso,23,0.2,3,True,8,20,269.754730067458,12,12,13.4877365033729,22.479560838954836,1.6666666666666667
dynamic_pso,24,0.2,3,True,12,20,403.3582869983561,8,12,20.167914349917805,33.61319058319634,1.6666666666666667
dynamic_pso,25,0.2,3,True,7,20,231.7915788172497,12,12,11.589578940862484,19.315964901437475,1.6666666666666667
dynamic_pso,26,0.2,3,True,6,20,207.6707104076781,12,12,10.383535520383905,17.305892533973175,1.6666666666666667
dynamic_pso,27,0.2,3,True,9,20,302.01009807385736,10,12,15.100504903692869,25.167508172821446,1.6666666666666667
